,Time_1,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,acc,direction_change,theta,smooth_theta,dt,gryo_readings,complementary_theta
367,7.302674917,-0.2444416809,1.634451141,11.16887421,0.1196407005,-0.1138849258,-0.1828989238,-24.71008301,-65.80282593,-75.13174438,11.290479767772515,0,249.41798683367796,184.57234019758346,0.019900999999999947,359.99284164855925,172.88915429311768
368,7.322575917,-0.143102417,0.7384144592,11.38652161,0.1434283853,-0.07658182085,-0.1822734624,-24.04974365,-69.61769104,-69.94656372,11.411336845010924,0,250.94229855136422,184.100725431521,0.019900999999999947,359.99284164855925,173.11338571588576
369,7.342476917,-0.3930825806,-0.3679348755,11.29625931,0.2348449379,0.0003530345857,-0.1482134014,-28.50375366,-69.01272583,-69.00231934,11.309083269060409,0,247.55831236542525,183.66137639389115,0.019900999999999947,359.99284164855925,173.32434552944588
370,7.362377917,-0.5581892395,-0.4953199768,10.24903702,0.288197428,0.08300882578,-0.1362219304,-21.82290649,-51.73549652,-1.949768066,10.276170344240173,0,247.12916105389843,184.61425152246625,0.019900999999999947,359.99284164855925,173.5501436493063
371,7.382278917,-0.5367837524,-0.1523831177,9.028475189,0.242700696,0.0957454592,-0.1337947547,-17.35321045,-54.2501297,-1.433166504,9.045701832903248,0,252.26187302210667,185.7895518624043,0.019900999999999947,359.99284164855925,173.79493181356827
372,7.402179917,-0.5095404053,-0.180075531,8.486452332,0.1527160853,0.05372235924,-0.1004644185,-18.73428345,-58.05951691,2.107025146,8.503642266982217,0,252.11647054685673,185.43555054604454,0.019900999999999947,359.99284164855925,174.02774418821778
373,7.422080917,-0.3520678711,-0.2338137817,8.816515961,0.07080855221,0.004777646624,-0.05443139002,-21.90240479,-54.99294281,0.6081237793,8.826640038029279,0,248.2837625635234,186.45006545982878,0.019900999999999947,359.99284164855925,174.27619061365
374,7.441980917,-0.2013313293,-0.2911445618,9.97495697,0.04858852923,0.04173118621,-0.0161513295,-19.71911621,-51.84851837,-3.23236084,9.98123569571298,0,249.17710482957318,187.44584965519843,0.019900000000000695,359.99284164855925,174.53958379448093
375,7.461881917,-0.0643661499,-0.107177124,10.44063858,0.05317763612,0.03309334069,0.02508429438,-17.37091064,-55.65721893,1.002502441,10.441387067595295,0,252.666582567832,188.52564973777552,0.019900999999999947,359.99284164855925,174.81930511334681
376,7.481782917,0.1193019104,0.2008822632,10.81515976,0.09773546457,0.08081136644,0.03639086708,-20.49511719,-57.20337677,3.429595947,10.817683082056744,0,250.2881549520474,189.6042688076869,0.019900999999999947,359.99284164855925,175.11500438723363
377,7.501683917,-0.002395019531,0.6556365967,10.02016296,0.04841878265,-0.02252567559,0.03783083707,-21.74639893,-52.61188507,-1.206298828,10.041590054767566,0,247.5429185976475,190.60058953460364,0.019900999999999947,359.99284164855925,175.42471609018102
378,7.521584917,-0.03248245239,0.8882528687,9.277706909,-0.00589607982,-0.0942061916,0.03312295675,-18.47958374,-52.75130463,-1.979156494,9.320187431472256,0,250.6938666940501,191.62052386538534,0.019900999999999947,359.99284164855925,175.74863224568512
379,7.541485917,-0.03427871704,1.016985168,8.928632812,-0.07371143997,-0.1364348233,0.02266417257,-17.3706665,-57.04299164,2.550048828,8.986429644408114,0,253.06351885924323,192.27237873817268,0.019900999999999947,359.99284164855925,176.07910717553486
380,7.561386917,0.0122744751,0.9479786682,8.773106232,-0.09885082394,-0.1328893751,0.02738050744,-21.40753174,-55.74224091,1.743133545,8.824183088312394,0,248.99096108886,192.89421153638963,0.019900999999999947,359.99284164855925,176.41540926275195
381,7.581287917,0.06556365967,0.9153465271,8.918903046,-0.08964283764,-0.08563797176,0.03535953537,-21.52142334,-51.27359772,-2.400878906,8.965990709458238,0,247.23040732130738,193.53731022637695,0.019900999999999947,359.99284164855925,176.75784728202444
382,7.601188917,0.0001496887207,0.7972421265,8.890162811,-0.1143872291,-0.07267260551,0.02914497629,-17.88589478,-54.14302826,0.1084594727,8.925838326832968,0,251.7192707052626,194.19846531816628,0.019900999999999947,359.99284164855925,177.10665964274727
383,7.621089917,-0.1389111328,0.6577322388,9.158554688,-0.1429721713,-0.07518430799,0.01183844171,-19.08224487,-57.54637909,3.198028564,9.183192907363942,0,251.65459961391733,194.82429237493363,0.019900999999999947,359.99284164855925,177.461012297391
384,7.640990917,-0.2746788025,0.5695655823,9.397158508,-0.1514373422,-0.09022030234,0.001897073584,-21.74252319,-53.71242523,0.01916503906,9.41840970767148,0,247.96214194042955,194.69802888543146,0.019900999999999947,359.99284164855925,177.8057526291518
385,7.660891917,-0.4105961609,0.4273612976,9.445358276,-0.1256869733,-0.1042996347,0.005116835237,-20.32891846,-50.76052094,-2.289215088,9.463932578375328,0,248.17455021414747,194.5468084722697,0.019900999999999947,359.99284164855925,178.14057374601418
386,7.680791917,-0.3653901672,0.4209246826,9.333540802,-0.1224259958,-0.1038386822,0.02151226625,-18.59976196,-55.38573456,2.094390869,9.35016959553714,0,251.4368032076761,194.4295520929561,0.019899999999999807,359.99284164855925,178.466353312953
387,7.700692917,-0.296383667,0.4816983032,9.222322083,-0.1479792893,-0.0999077782,0.05193666369,-20.7166748,-57.04561615,2.972137451,9.239648323175487,0,250.04101311823644,194.32455651926873,0.019900999999999947,359.99284164855925,178.7835173770793
388,7.720594,-0.1577719116,0.468974762,9.35015625,-0.1485304534,-0.07283779979,0.09053192288,-21.56936646,-51.53404999,-1.625427246,9.36323935413898,0,247.28845092658395,194.1810083469154,0.019901083000000597,359.99284164855925,179.091467196476
