rssi_1,rssi_2,distance_rssi_1,distance_rssi_2
-79,-83,1.8442306268207862,4.3520778958719175
-79,-83,1.8490117457465014,4.348911501027338
-79,-83,1.8538115770524792,4.345761118785349
-79,-83,1.8586291321572568,4.3426275176189515
-79,-83,1.8634633688401476,4.339511463878159
-79,-83,1.8683132336047517,4.336413322422629
-79,-83,1.873177230268307,4.33333345718688
-79,-83,1.8780538466950667,4.330272231196262
-81,-83,1.8829416413984514,4.327230006583294
-81,-83,1.8878395923234297,4.324207045035632
-81,-83,1.8927471024136358,4.321204005655801
-84,-83,1.8976632623973617,4.318221545877168
-84,-83,1.9025876353455209,4.315259625958009
-84,-83,1.9075199554216047,4.312318305742563
-84,-83,1.9124599539938838,4.309397545868795
-84,-83,1.9174073596245123,4.306497307266894
-84,-83,1.9223620308510245,4.30361893848106
-84,-83,1.9273239578898713,4.300763784661725
-84,-77,1.9322934423183873,4.297932494892282
-84,-77,1.9372707888345093,4.295124727829591
-84,-77,1.942256484157489,4.292340933972607
-84,-77,1.947251019992205,4.289581859246474
-84,-81,1.9522548930507972,4.286845878960758
-84,-81,1.957268560007779,4.284132951178723
-84,-81,1.962292482129222,4.281443034334146
-84,-81,1.9673266270026464,4.278776579842531
-84,-81,1.9723709617428238,4.276134629040317
-84,-82,1.977426318095732,4.2735179257906655
-84,-82,1.9824935361948979,4.270926622415113
-84,-86,1.9875734646088494,4.268360379794067
-84,-85,1.9926669603921505,4.265818761736447
-84,-85,1.9977748891401088,4.263301333417168
-84,-85,2.00289812504719,4.260807661353583
-84,-85,2.008037042364813,4.258337313382273
-84,-85,2.0131919724929315,4.255889858636309
-86,-85,2.0183632963600924,4.253465455160932
-86,-85,2.023551305262042,4.251063673620119
-86,-85,2.028756246404747,4.248684477245235
-86,-82,2.033978369157703,4.246327536300881
-86,-80,2.039217925070746,4.2439923266118065
-86,-80,2.0444751678911763,4.241678716089145
-86,-84,2.0497503535811576,4.239386182725176
-86,-81,2.055044166207666,4.237114303449529
-86,-81,2.060357296491991,4.234861876243339
-86,-85,2.0656904418681648,4.232628091694956
-86,-85,2.071044306543808,4.230411168202956
-86,-85,2.0764195537519243,4.228209328056806
-86,-85,2.081816469645901,4.22602089467804
-86,-85,2.087235342853821,4.2238441950527985
-86,-85,2.09267646450133,4.2216775596823926
-86,-85,2.0981401282348435,4.219520488436898
-86,-80,2.1036266302451354,4.217370928509282
-86,-80,2.109136269291333,4.2152268312979215
-86,-80,2.1146693954173275,4.213086152375179
-86,-79,2.1202263617963,4.210947724111721
-86,-79,2.1258075247614268,4.208810381246305
-86,-79,2.131413047526767,4.206672960881153
-86,-79,2.1370430944551897,4.204536819618831
-86,-79,2.1426976337180594,4.202403891891165
-86,-79,2.1483766325621203,4.200275721346043
-86,-79,2.1540799084977547,4.198153848507809
-86,-79,2.1598072765017378,4.196039617562838
-86,-79,2.1655585489873217,4.193933694025695
-86,-79,2.171333435780814,4.191835101249445
-86,-79,2.177131643017445,4.189743057506318
-86,-79,2.1829528731011343,4.1876565897940345
-86,-78,2.188796824664696,4.185573859668876
-86,-78,2.1946630914623713,4.183493225002385
-86,-78,2.2005512623140953,4.1814130469287685
-86,-79,2.2064609210568684,4.17933159360729
-86,-79,2.2123920030922974,4.17724713664826
-86,-85,2.218344646898506,4.1751585279413375
-86,-85,2.2243189406842565,4.173064621694509
-86,-81,2.230314613576217,4.170963890287038
-86,-81,2.236331339732262,4.168855193188184
-86,-81,2.242369047408653,4.166737392238807
